Gene Name,Accession,EntrezGeneID,Description,MitoCarta2_List,Matrix,IMS,"Log2-AVE: Abundance: F2: 126, Sample, High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 126, Sample, High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 127C, Sample, NR High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 127C, Sample, NR High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 127N, Sample, High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 127N, Sample, High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 128C, Sample, High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 128C, Sample, High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 128N, Sample, NR High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 128N, Sample, NR High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 129C, Sample, NR High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 129C, Sample, NR High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 129N, Sample, High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 129N, Sample, High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 130C, Sample, High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 130C, Sample, High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 130N, Sample, NR High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 130N, Sample, NR High Fat (Diet), Input (Fraction)","Log2-AVE: Abundance: F2: 131, Sample, NR High Fat (Diet), Input (Fraction): Normalized to: Abundance: F2: 131, Sample, NR High Fat (Diet), Input (Fraction)",NR+HFD/HFD Protein Expression Log2FC,NR+HFD/HFD Protein Expression pvalue,NR+HFD/HFD Protein Expression p_adjusted
Ckm,P07310,12715.0,Creatine kinase M-type OS=Mus musculus OX=10090 GN=Ckm PE=1 SV=1,False,False,False,-0.12453392755963222,-0.007736481404005957,0.10764953852713788,0.009584697901850348,-0.05252631074645109,0.07902977628891605,0.045149489955804256,0.011669381677233304,-0.017676140297737675,-0.05061002434312911,-0.019807672200960268,0.6707868392919998,0.958652782542839
Myom1,Q62234-2,17929.0,Isoform 2 of Myomesin-1 OS=Mus musculus OX=10090 GN=Myom1,False,False,False,-0.09899307516691991,-0.05907058973799195,-0.00534650900152478,0.004793434593374002,-0.09655955222832979,0.10029390196888599,0.03676485308041144,0.052980119320332975,0.06749627595499774,-0.002358858783242823,0.003920470869729086,0.9334530617020173,0.9861012035455873
Myh13,B1AR69,544791.0,"Myosin, heavy polypeptide 13, skeletal muscle OS=Mus musculus OX=10090 GN=Myh13 PE=1 SV=1",False,False,False,-0.003924528565077523,0.08943924087219912,-0.008997851343380603,0.03384934242409798,-0.030280632517341033,0.0388696355245699,0.006620571563125566,-0.026902942105628824,-0.047061652276404686,-0.05161118357617589,-0.00025783678925783704,0.9932229210777572,0.9994591489110842
Acta2,P62737,11475.0,"Actin, aortic smooth muscle OS=Mus musculus OX=10090 GN=Acta2 PE=1 SV=1",False,False,False,-0.20664594949504078,-0.0980582996809396,-0.008823415237250387,-0.022812447101237865,-0.057476443991438586,0.2660143604150491,0.14432807974270467,-0.010972971330394543,-0.03459862795521573,0.02904571463376371,0.04197068136848756,0.635967035013117,0.958652782542839
Myom1,Q62234,17929.0,Myomesin-1 OS=Mus musculus OX=10090 GN=Myom1 PE=1 SV=2,False,False,False,,,,,,,,,,,,,
,A2AAJ9,,,False,False,False,0.009517668335384144,-0.005865135165587176,-0.036565048603398154,0.08374322363238029,-0.05873082915919703,0.040519448107204425,0.027362495883037852,0.007799047405534054,-0.047013241188079036,-0.02076762924729536,-0.036742954661178474,0.19710978701606277,0.9531211440401544
Plec,Q9QXS1,18810.0,Plectin OS=Mus musculus OX=10090 GN=Plec PE=1 SV=3,False,False,False,,,,,,,,,,,,,
Plec,Q9QXS1-3,18810.0,Isoform PLEC-1A of Plectin OS=Mus musculus OX=10090 GN=Plec,False,False,False,,,,,,,,,,,,,
Plec,Q9QXS1-9,18810.0,"Isoform PLEC-1D,2A of Plectin OS=Mus musculus OX=10090 GN=Plec",False,False,False,-0.22078205708020526,-0.0023199329317860062,-0.007235242895957228,-0.22433143762991659,0.013957997424109081,0.006740257336536715,-0.04522066561219873,-0.019273645276182805,0.3263724146723552,0.17209231199324915,0.20673721939778494,0.033973485857214374,0.9531211440401544
Tpm1,P58771,22003.0,Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1,False,False,False,-0.13799237975351808,-0.09096954411346303,0.04733867841403061,-0.01693246774455126,-0.09509551707589559,0.11558332152163864,0.08375879383564566,0.05179196587480739,0.024864257535686107,0.017652891505621326,-0.011185836250565373,0.8464724429584216,0.972156922917728
Obscn,E9QQ96,380698.0,Obscurin OS=Mus musculus OX=10090 GN=Obscn PE=1 SV=2,True,False,False,0.24269189617574138,0.16780892206133213,-0.05875893166017576,0.11688184720819095,-0.01871341025167439,-0.04090689921508517,0.10981043175340677,-0.06600529816016287,-0.2416640837115258,-0.2111444742000428,-0.1378479781267993,0.18219763813178236,0.9531211440401544
Tpm1,Q8BSH3,22003.0,Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1,False,False,False,,,,,,,,,,,,,
,F6RDH3,,,False,False,False,0.10418073759847868,-0.5684001541022168,0.11508451612625681,-0.00273236165307722,-0.3250126116313261,-0.13529465986819034,0.46193274708870025,-0.1364100435035418,0.4483091959562282,0.03834263398868121,-0.21682223826272812,0.30649563036381977,0.9531211440401544
Pygm,Q9WUB3,19309.0,"Glycogen phosphorylase, muscle form OS=Mus musculus OX=10090 GN=Pygm PE=1 SV=3",False,False,False,-0.04948970622152693,-0.036994749625142376,0.07467209620038773,0.01848249115222167,0.006775443482656129,0.060371763790538324,-0.016468016228568416,0.06191459303877345,-0.10484441072331485,-0.014419504865994526,-0.035644583176508954,0.3478782799706619,0.9531211440401544
Gapdh,P16858,14433.0,Glyceraldehyde-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gapdh PE=1 SV=2,True,False,False,-0.10223176654126576,-0.06515075800192349,0.12864356182813275,-0.008074557338090926,0.05360127396475356,0.0623527576788252,-0.038655611154098324,-0.056608858181594,0.0007182480292797777,0.025405709715993652,0.030770892554768992,0.516170505719712,0.9540372449145557
,S4R1W1,,,False,False,False,0.035365461743955606,0.02607928647820934,-0.04343485168086225,0.09172950859891138,-0.018949743450781042,0.08265574255933394,0.048828198324116556,-0.0305695954724321,-0.09152239750337898,-0.10018160959709377,-0.040767488605479935,0.37096139658188887,0.9531211440401544
Tpm2,P58774,22004.0,Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1,False,False,False,0.030681782042417893,-0.013040470114345837,0.0317953561507931,-0.04197813396536887,0.0018133928351904416,0.018557854786697803,0.013098128323719038,-0.013008968476651006,0.04303509861038002,-0.07095404019282014,-0.008235265629961575,0.7378216598986886,0.963643665376629
Pkm,P52480-2,18746.0,Isoform M1 of Pyruvate kinase PKM OS=Mus musculus OX=10090 GN=Pkm,False,False,False,-0.005867473866176809,-0.04256583762247601,0.013608099669740525,0.02202867275005893,-0.03145011762909178,0.05852107520564509,0.053254672542621506,-0.09427009049439938,0.0010648833295885396,0.025676116114487613,0.004498447759261736,0.8883370749256644,0.9786133855168808
Eno3,P21550,13808.0,Beta-enolase OS=Mus musculus OX=10090 GN=Eno3 PE=1 SV=3,False,False,False,-0.01356160518747096,-0.02586075121260123,0.07873465739015018,0.022134758768769913,-0.039227929266457906,0.07251691024756823,0.019419352365554587,-0.005390779465761497,-0.04061399154882395,-0.06815062209088119,-0.04053455354848765,0.20107347353716423,0.9531211440401544
,F8WID5,,,False,False,False,,,,,,,,,,,,,
Mylpf,P97457,17907.0,"Myosin regulatory light chain 2, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Mylpf PE=1 SV=3",False,False,False,-0.003530716468242545,0.007800960700652837,0.06497579708607581,0.1010995900582099,0.012465191598881376,0.03297369596815258,0.07702273853976038,-0.07342591380522379,-0.09061877245837735,-0.12876257121989987,-0.06645659816423405,0.1795567393908562,0.9531211440401544
Aldoa,P05064,11674.0,Fructose-bisphosphate aldolase A OS=Mus musculus OX=10090 GN=Aldoa PE=1 SV=2,False,False,False,-0.07242916145768064,-0.05916577736834938,0.005201751635430796,-0.009550483237648066,-0.04294770750114019,0.03486071095248633,0.006556533242598306,0.021660699044332432,0.06044260284982883,0.05537083184014158,0.019424264309186867,0.5377927475126869,0.958652782542839
Naca,P70670,17938.0,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Mus musculus OX=10090 GN=Naca PE=1 SV=2",False,False,False,-0.03288705068752584,-0.021004292150159642,-0.002442423960156148,0.030552994939364808,-0.050165559649496316,0.017123555010826408,0.008138147414832986,0.016776767211725385,0.024228037055575413,0.00967982481501295,-0.008055373967296475,0.6578882146100236,0.958652782542839
Pkm,P52480,18746.0,Pyruvate kinase PKM OS=Mus musculus OX=10090 GN=Pkm PE=1 SV=4,False,False,False,-0.09008737771840813,-0.298539595807096,0.0224987240354535,-0.003776171811132656,0.42564453440605643,-0.07492756597373695,0.047618188085074564,-0.13737098063742614,0.0551354844329186,0.05380476098829945,0.06444704721857608,0.6137346803283701,0.958652782542839
Hrc,G5E8J6,15464.0,Histidine-rich calcium-binding protein OS=Mus musculus OX=10090 GN=Hrc PE=1 SV=1,False,False,False,-0.07370363761691756,0.0057685722993543465,0.09067466042498928,-0.17064711944908595,-0.0035099651111867303,0.05277993467567654,-0.14315184875547615,0.05324602013909541,0.18483001006502775,0.003713373328528391,0.09743277010295906,0.16054887529548362,0.9531211440401544
Actn2,Q9JI91,11472.0,Alpha-actinin-2 OS=Mus musculus OX=10090 GN=Actn2 PE=1 SV=2,False,False,False,0.1172592559590715,0.1521744148700943,-0.08076982097393604,0.01970994223081135,0.02883561059516815,-0.4449542861348803,-0.21311363470745803,0.10245159507073254,0.15773182519273554,0.16067509789769474,0.021785064968318224,0.8729316796095616,0.9761721423489167
,F6X9B6,,,False,False,False,0.23990365137817982,0.14200792859561595,-0.058494989143211384,0.2926142242327341,0.038019244016686216,0.13816793753410295,0.3479162497845447,-0.2647063110337218,-0.41539219196149624,-0.460035743403445,-0.22289313008741232,0.2474674414462765,0.9531211440401544
Actb,P60710,11461.0,"Actin, cytoplasmic 1 OS=Mus musculus OX=10090 GN=Actb PE=1 SV=1",False,False,False,-0.4016807114258807,-0.22599276135445834,0.00558458596191258,-0.03669812377914283,0.15783687748170117,0.24217385913434875,-0.21584681892075253,0.06989894125514695,0.24096381457295912,0.16376033707418003,0.23149685076348947,0.09528085703028467,0.9531211440401544
Myl1,P05977,17901.0,"Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Myl1 PE=1 SV=2",False,False,False,0.06618248107684188,-0.03649110755145735,0.013007919212713048,-0.07541738784178698,0.032785274275711984,0.1692665176706587,0.04815948531354586,-0.07439706606124297,-0.05341847052776494,-0.08967764556722813,0.008985827319969886,0.873590543368103,0.9762959227291284
Hadha,Q8BMS1,97212.0,"Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Hadha PE=1 SV=1",True,True,False,0.09680548034848613,0.18425682627608708,-0.03218100751284325,-0.05734737387381905,-0.06037862155726792,-0.3789899213633987,-0.17216466147245768,0.07455743172562812,0.15429232424702555,0.19114952318255263,0.03613205231400087,0.7707092431084308,0.9641576963678659
Mybpc1,Q6P6L5,109272.0,"Myosin-binding protein C, slow-type OS=Mus musculus OX=10090 GN=Mybpc1 PE=1 SV=1",False,False,False,0.2840901873266848,0.08147836849730083,-0.08473303414270816,-0.11042323821641098,-0.02944166967497175,-0.2889129846215379,-0.09884806983790817,0.054862847955005734,0.09847779901680198,0.09344979369774364,-0.017979477233865282,0.868574969088806,0.9761721423489167
Srl,Q7TQ48,106393.0,Sarcalumenin OS=Mus musculus OX=10090 GN=Srl PE=1 SV=1,False,False,False,-0.02064601455131765,0.008210766304511452,0.0218794679757206,-0.0014109951794711861,-0.03738236790723626,-0.004486029814017911,0.04955981730746828,0.020685678264536378,0.038687027626668424,-0.07509735002687101,-0.028027181526776346,0.25498319942468495,0.9531211440401544
Tpm1,B7ZNL3,22003.0,Tpm1 protein OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1,False,False,False,-0.3037377288679419,-0.34192276004297817,0.11742962283922953,-0.3252111180207553,-0.20329791498017347,0.03917182253733387,-0.11584315519347044,0.24950172940150495,0.45584102361379664,0.4280684787134499,0.15114425993657238,0.4663655478505103,0.9531211440401544
Mybpc1,D3YU50,109272.0,"Myosin-binding protein C, slow-type OS=Mus musculus OX=10090 GN=Mybpc1 PE=1 SV=1",False,False,False,-0.0720568665123329,0.01683212376584642,0.047167660984727355,-0.10197341905049484,-0.19492762777605943,-0.0773421413022346,-0.00205482241707422,0.12998533771463805,0.20324039860195775,0.0511293559910202,-0.000427156287786623,0.9957856603841287,0.9994591489110842
Flnc,Q8VHX6,68794.0,Filamin-C OS=Mus musculus OX=10090 GN=Flnc PE=1 SV=3,False,False,False,0.04899484553559752,-0.012358273425745026,-0.04136496321368632,0.027160682476710107,-0.048123683810691986,-0.07881887209680549,-0.0869299505487735,0.07248664851424458,0.10645074908619101,0.012502817482967998,-0.008138905105635174,0.8558985370523986,0.9732027572878587
Pgk1,P09411,18655.0,Phosphoglycerate kinase 1 OS=Mus musculus OX=10090 GN=Pgk1 PE=1 SV=4,False,False,False,-0.012898874454961629,-0.007435621159057604,0.01424414355752468,0.00268673301596678,-0.030152643674442814,0.07512022731615353,0.003366150449377159,-0.023040232297359964,-0.0029863463407266977,-0.018903536412476996,0.0062568318917804785,0.7594043773594514,0.963643665376629
Alb,P07724,11657.0,Serum albumin OS=Mus musculus OX=10090 GN=Alb PE=1 SV=3,False,False,False,-0.05379609916484185,-0.04770787709406932,-0.011592326258048402,0.0013713332832132608,0.12320428693656815,0.01555396392045516,0.06250865727733768,0.2533752738963475,-0.07577704907529359,-0.2671401637216668,-0.10074673561360292,0.26383221914817173,0.9531211440401544
Agl,F8VPN4,77559.0,"Amylo-1,6-glucosidase, 4-alpha-glucanotransferase OS=Mus musculus OX=10090 GN=Agl PE=1 SV=1",False,False,False,-0.05597417670709781,-0.02215947671232854,-0.012528125407420987,0.01914969670344746,0.011528246502816586,0.05436401190372564,-0.004046926963900077,-0.019584510297782742,-0.029129699184752056,0.0583809601633174,0.029193617069106635,0.2229140864462146,0.9531211440401544
Pfkm,P47857,18642.0,"ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus OX=10090 GN=Pfkm PE=1 SV=3",False,False,False,-0.02599425232159369,-0.07363591238761735,0.0014940482303469338,0.0187057069858394,-0.07768803058210061,0.08025944599997814,0.0006495674612967406,-0.07366626539775467,0.060545685730605925,0.08933000628099563,0.031524478016745405,0.46337849233276185,0.9531211440401544
Ttn,A2AT68,22138.0,Titin (Fragment) OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1,False,False,False,0.015088947343528503,-0.0078010494688065535,-0.014487410084345953,-0.08879078839588139,-0.020181948077475198,0.09235726341120731,-0.010138417274340839,-0.004065849365730401,0.08226674374442489,-0.04424749183257326,0.04095740711070946,0.2516095328238916,0.9531211440401544
Speg,E9QQ25,11790.0,Striated muscle-specific serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Speg PE=1 SV=1,False,False,False,0.026333780604295143,-0.01954503422110143,0.007516252850706451,0.04822347446836339,-0.049854406836006504,-0.0007010019613282736,0.019567153816574034,0.005601552969920931,-0.017213134264661534,-0.01992863742676576,-0.04289688588394469,0.004706850724019629,0.9531211440401544
Pgm1,Q9D0F9,72157.0,Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4,False,False,False,0.031467703793763846,-0.062107201619978625,-0.0038626686117542164,0.2614898051686847,0.006258655489260079,0.01488979334143714,0.04755229694114682,-0.20211366874838532,-0.22437669481392852,0.13080197905974877,-0.053813387417383396,0.5828320076602159,0.958652782542839
Atp5f1a,Q03265,11946.0,"ATP synthase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1",True,True,False,0.387038205412531,0.03799645850518374,-0.22463761665150273,0.09104259348706734,0.07775431991792292,-0.15442212383206044,0.167871414580393,-0.13392369436135,-0.23625057576236053,-0.012468981295823411,-0.11495636098685527,0.38204844960837714,0.9531211440401544
Ldha,A0A1B0GSX0,16828.0,L-lactate dehydrogenase OS=Mus musculus OX=10090 GN=Ldha PE=1 SV=1,False,False,False,-0.005034980119718924,-0.062232521633006854,-0.10570775560390722,-0.07394173168815854,-0.03361925953054623,0.20480907126934156,0.04858116117730127,-0.23552590223170533,0.1580892551351063,0.10458266322529752,0.14865168338647622,0.07109795129573687,0.9531211440401544
Aco2,Q99KI0,11429.0,"Aconitate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1",True,True,False,0.10506090586431682,0.09336374261947533,-0.009187992622152308,-0.05193908125694158,-0.04244300968847092,-0.22932940720780337,-0.140860751040929,-0.008207958265025184,0.13369861101222114,0.14984494058532505,0.04205395092829569,0.6196820870502774,0.958652782542839
Atp5a1,D3Z6F5,11946.0,ATP synthase subunit alpha OS=Mus musculus OX=10090 GN=Atp5a1 PE=1 SV=1,True,True,False,0.1828980781919496,0.18499850240311844,0.07940570903502042,-0.1396042159590989,-0.09906939006380622,-0.25052000909725436,-0.3179504291822104,-0.0770685762849661,0.18168705505228555,0.25522327590496285,0.10892777367972233,0.428732478048357,0.9531211440401544
Pgm1,A2CEK3,72157.0,Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=1,False,False,False,0.06580486727103896,0.09467880812093199,-0.17795614238860935,0.14079645698820364,0.10039745213403606,0.1949612667390408,0.12629240932086638,-0.20541797396950479,-0.2108112290474562,-0.12874591516853684,0.02019215311120419,0.8556512121266401,0.9732027572878587
Myl1,P05977-2,17901.0,"Isoform MLC3 of Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Myl1",False,False,False,0.08793931148476197,0.03610959925272894,-0.010799705926174852,-0.002260343688810451,-0.05885603933137595,-0.03365398699098776,0.0926295070776817,0.009624748732113275,0.0077026839164631156,-0.12843577452641064,-0.0708534070718308,0.08713242869062,0.9531211440401544
Pgam2,O70250,56012.0,Phosphoglycerate mutase 2 OS=Mus musculus OX=10090 GN=Pgam2 PE=1 SV=3,False,False,False,0.002840873638628949,-0.013960021170365877,0.02812685143486071,0.02848612185375643,-0.023118856185677217,0.07517072588536422,0.07303799668600597,-0.08973277639103294,-0.048566563086708925,-0.032284352664833094,-0.017103626888888,0.6350842347194858,0.958652782542839
Casq1,O09165,12372.0,Calsequestrin-1 OS=Mus musculus OX=10090 GN=Casq1 PE=1 SV=3,False,False,False,-0.056676656316286156,-0.041139050658618004,0.039244673606962266,0.03042102741411057,0.007731240733418687,0.07024533375077091,0.08356581851190192,0.10939879896803362,-0.12352436742649608,-0.11926681858380128,-0.0823814648738896,0.11649212025218413,0.9531211440401544
Gpi,P06745,14751.0,Glucose-6-phosphate isomerase OS=Mus musculus OX=10090 GN=Gpi PE=1 SV=4,True,False,False,-0.006658864582757218,-0.0025055658717221263,0.024422425765189715,0.026652259929994315,-0.019808626788334394,0.05797560882593089,0.038089928555882224,-0.05387988339089844,0.009602662201105616,-0.07388994464437637,-0.011450346510961395,0.6837795628371358,0.958652782542839
